57.569330	64.0
58.216262	10.0
62.618978	11.0
97.887113	64.0
140.800032	11.0
158.403896	72.0
165.038380	11.0
171.324356	60.0
178.532548	68.0
186.039534	65.0
186.351023	63.0
197.052467	79.0
204.092664	1377.0
204.107742	136.0
205.103267	171.0
208.077619	86.0
215.061553	29.0
215.082331	69.0
220.065598	47.0
222.080982	126.0
224.110266	72.0
226.084862	69.0
230.841525	43.0
232.087216	343.5
233.138657	67.0
234.098751	53.0
235.065645	115.0
238.076441	139.0
243.135114	38.0
246.104576	24.0
250.096872	51.0
255.898682	57.0
256.085488	1018.3
256.101746	183.0
256.261456	12.0
256.395042	55.0
257.093783	50.0
257.525610	68.0
257.606460	100.0
258.215770	23.0
259.751073	10.0
263.683370	92.0
264.100226	29.0
271.107534	54.0
273.737112	40.0
274.097621	10430.1
274.430393	65.0
274.680814	68.0
274.834776	29.0
275.099550	1365.0
276.105619	308.5
276.183126	10.0
277.096962	80.0
277.461346	23.0
281.136828	35.0
283.215410	72.0
284.074459	74.0
284.103647	59.0
284.321278	11.0
287.131386	11.0
287.158063	68.0
290.164446	53.0
291.442331	13.0
292.106485	4116.3
292.141844	126.0
293.110614	713.0
293.133964	65.0
294.112787	157.0
295.106196	28.0
299.138647	89.0
310.123577	47.0
312.111775	47.0
312.172966	44.0
313.122185	11.0
313.155615	13.0
314.149443	101.0
317.115672	37.0
322.153710	64.0
324.136353	117.0
325.123888	91.0
329.230819	11.0
330.121488	236.0
339.174006	69.0
341.142592	44.0
343.195615	54.0
345.161197	59.0
346.135842	38.0
347.141192	42.0
348.132605	203.0
349.135673	52.0
352.104136	52.0
353.165444	60.0
356.197358	111.0
357.203461	52.0
358.105570	32.0
358.144300	50.0
364.130682	35.0
365.164824	54.0
366.067002	20.5
366.110058	67.0
366.143065	19204.1
366.192839	145.0
366.217754	45.0
366.387238	32.0
366.953973	35.0
366.972068	10.0
367.145771	3553.0
367.653953	26.0
367.705271	11.0
367.871324	14.0
367.904539	20.0
368.157993	423.4
368.940998	25.0
369.152311	230.0
369.527862	26.0
370.118221	70.0
370.378735	10.0
370.524177	42.0
371.172956	55.0
372.201586	66.0
373.052760	10.0
373.156150	34.0
373.186562	63.0
380.158892	52.0
381.134455	123.0
381.178648	12.0
382.119754	28.0
382.213380	118.0
384.151254	519.0
384.749288	22.0
385.175547	57.0
387.164777	59.0
400.192884	66.0
401.128785	62.0
401.178067	188.0
402.163643	55.0
402.185742	190.0
404.218366	50.0
407.168351	58.0
408.172532	158.0
408.763555	11.0
410.171601	127.0
410.203485	80.0
411.161982	88.0
414.246838	62.0
415.182982	55.0
418.137184	62.0
419.170160	49.0
419.208839	43.0
426.245573	13.0
427.194786	337.0
427.224456	93.0
428.197947	52.0
428.230524	90.0
436.150832	195.9
437.189688	321.1
438.182984	56.0
440.190823	67.0
440.213944	11.0
441.152515	40.0
444.222248	77.0
454.153892	896.1
454.198842	379.0
454.226060	151.0
455.188421	998.0
456.201339	207.2
457.173146	163.0
457.196989	154.0
457.243229	171.0
457.503560	12.0
458.204228	52.0
459.225873	35.0
465.216631	59.0
465.260774	60.0
467.154122	44.0
467.225580	70.0
467.256207	33.0
468.223162	39.0
469.197937	93.0
469.279782	56.0
470.210334	90.0
472.164700	88.0
472.214774	469.0
473.194821	84.0
473.229203	152.2
474.224153	134.9
475.187977	72.0
475.226051	238.5
475.284071	10.0
476.230324	110.0
479.252991	46.0
482.276812	59.0
483.252257	65.0
484.097055	49.0
484.266796	38.0
487.170843	55.0
487.241743	60.6
492.176892	66.0
492.242054	613.0
493.245313	211.0
494.246674	45.0
495.129047	82.0
495.181018	217.0
496.238263	114.0
497.254168	27.0
498.227066	62.0
499.225538	49.0
502.156393	13.0
505.194898	10.0
506.239287	57.0
508.214176	76.0
510.235644	104.0
511.244341	59.6
513.198533	39.0
513.282698	110.0
514.258299	61.0
515.244112	46.0
516.388265	23.0
517.272276	30.0
